name,appid,developer,publisher,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu,genre,tags
"Warhammer 40,000: Dawn of War - Soulstorm",9450,Relic Entertainment,SEGA,9573,458,"1,000,000 .. 2,000,000",3270,158,1120,158,1299,1299,0,567,Strategy,"{'Warhammer 40K': 298, 'Strategy': 262, 'RTS': 239, 'Base-Building': 145, 'Sci-fi': 134, 'Multiplayer': 113, 'Real-Time': 103, 'Games Workshop': 84, 'Singleplayer': 76, 'Classic': 60, 'Futuristic': 60, 'Action': 45, 'Atmospheric': 41, 'Great Soundtrack': 34, 'Gore': 29, 'Moddable': 26, 'Adventure': 19, 'Fantasy': 18, 'Memes': 14, 'Co-op': 8}"
Enclave,253980,Starbreeze,Topware Interactive,4574,1220,"500,000 .. 1,000,000",597,60,241,60,499,499,0,13,RPG,"{'RPG': 547, 'Action': 158, 'Fantasy': 135, 'Third Person': 124, 'Hack and Slash': 110, 'Adventure': 89, 'Singleplayer': 87, 'Classic': 83, 'Action RPG': 34, 'Magic': 28, 'Multiplayer': 22, 'Female Protagonist': 20, 'First-Person': 19, 'Atmospheric': 19, 'Open World': 18, 'Great Soundtrack': 17, 'Nudity': 15, 'Action-Adventure': 13, 'Horror': 9, 'Dark Fantasy': 8}"
Risk of Rain,248820,Hopoo Games,Chucklefish,25426,1694,"500,000 .. 1,000,000",725,0,302,0,999,999,0,78,"Action, Indie, RPG","{'Action Roguelike': 1620, 'Rogue-like': 1588, 'Indie': 1201, 'Platformer': 1084, 'Action': 996, 'Pixel Graphics': 976, 'Great Soundtrack': 822, 'Online Co-Op': 797, 'Difficult': 745, 'Perma Death': 638, 'Co-op': 625, '2D': 614, 'Local Co-Op': 561, 'Rogue-lite': 538, 'Multiplayer': 429, 'RPG': 364, 'Singleplayer': 356, 'Addictive': 342, 'Replay Value': 259, 'Survival': 221}"
Stronghold Kingdoms,47410,FireFly Studios,FireFly Studios,5400,2907,"1,000,000 .. 2,000,000",8326,0,190,0,0,0,0,507,"Free to Play, Massively Multiplayer, Strategy","{'Strategy': 550, 'Free to Play': 413, 'Medieval': 251, 'Massively Multiplayer': 243, 'City Builder': 189, 'Multiplayer': 185, 'Real-Time': 124, 'Building': 123, 'RTS': 102, 'RPG': 67, 'Action': 56, 'Open World': 55, 'Singleplayer': 45, 'Addictive': 41, 'War': 38, 'PvP': 36, 'Sandbox': 35, 'Base-Building': 32, 'MMORPG': 31, 'Simulation': 23}"
Cortex Command,209670,Data Realms,"Data Realms, LLC",3969,1608,"1,000,000 .. 2,000,000",196,0,206,0,1999,1999,0,25,"Action, Indie, Strategy","{'Strategy': 1343, 'Indie': 144, '2D': 118, 'Physics': 113, 'Sandbox': 107, 'Action': 106, 'Pixel Graphics': 93, 'Local Co-Op': 88, 'Moddable': 86, 'Sci-fi': 76, 'Singleplayer': 44, 'Local Multiplayer': 41, 'Difficult': 38, 'Platformer': 29, 'Multiplayer': 26, 'Split Screen': 25, 'RTS': 24, 'Replay Value': 20, 'Zombies': 19, '4 Player Local': 15}"
Sid Meier's Civilization: Beyond Earth,65980,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",11438,8579,"1,000,000 .. 2,000,000",1632,0,1121,0,999,3999,75,337,Strategy,"{'Strategy': 925, 'Turn-Based Strategy': 808, 'Sci-fi': 677, 'Space': 531, '4X': 498, 'Turn-Based': 478, 'Multiplayer': 426, 'Futuristic': 393, 'Singleplayer': 393, 'Aliens': 332, 'Tactical': 295, 'Hex Grid': 294, 'Grand Strategy': 272, 'Replay Value': 249, 'Exploration': 217, 'Atmospheric': 157, 'Adventure': 146, 'Moddable': 143, 'Simulation': 141, 'Action': 61}"
Verdun,242860,"M2H, Blackmill Games",M2H,28670,4941,"1,000,000 .. 2,000,000",556,0,288,0,1999,1999,0,76,"Action, Indie, Massively Multiplayer, Simulation, Strategy","{'Shooter': 1259, 'Difficult': 1243, 'Co-op': 1165, 'PvP': 1131, 'World War I': 1035, 'Action': 1034, 'First-Person': 1029, 'Strategy': 1026, 'Simulation': 983, 'Gore': 978, 'Wargame': 972, 'Historical': 910, 'Realistic': 899, 'Tactical': 890, 'Multiplayer': 876, 'FPS': 860, 'Singleplayer': 774, 'War': 755, 'Massively Multiplayer': 755, 'Military': 752}"
Sniper Elite 4,312660,Rebellion,Rebellion,25904,3003,"1,000,000 .. 2,000,000",594,50,334,50,5999,5999,0,2441,"Action, Adventure","{'Sniper': 719, 'Action': 678, 'Multiplayer': 667, 'Shooter': 617, 'War': 586, 'World War II': 484, 'Stealth': 467, 'Co-op': 440, 'Third Person': 385, 'Singleplayer': 309, 'Open World': 293, 'Violent': 274, 'Third-Person Shooter': 256, 'Adventure': 225, 'FPS': 213, 'Gore': 204, 'Tactical': 188, 'First-Person': 168, 'Strategy': 166, 'Mature': 144}"
BLOCKPOST,706990,Skullcap Studios,Skullcap Studios,9594,3316,"1,000,000 .. 2,000,000",0,0,0,0,0,0,0,96,"Action, Free to Play, Indie","{'Free to Play': 571, 'FPS': 330, 'Multiplayer': 254, 'Action': 227, 'Pixel Graphics': 216, 'Shooter': 207, 'First-Person': 126, 'Indie': 101, 'Massively Multiplayer': 77, 'Building': 71, 'Co-op': 56, 'Early Access': 56, 'Funny': 43, 'Online Co-Op': 42, 'Zombies': 27, 'Survival': 25, 'Gore': 23, 'Fast-Paced': 22, 'Singleplayer': 21, 'Simulation': 16}"
Thief,239160,"Eidos-Montréal, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)",13872,5086,"1,000,000 .. 2,000,000",670,0,327,0,1999,1999,0,150,"Action, Adventure","{'Stealth': 2635, 'Action': 1169, 'Adventure': 1034, 'First-Person': 1017, 'Singleplayer': 827, 'Dark': 750, 'Reboot': 611, 'Steampunk': 556, 'Atmospheric': 451, 'Horror': 394, 'Parkour': 321, 'Open World': 284, 'Assassin': 271, 'Heist': 222, 'Medieval': 170, 'RPG': 158, 'Nudity': 153, 'FPS': 128, 'Fantasy': 121, 'Strategy': 91}"
Dungeon Defenders II,236110,Trendy Entertainment,Trendy Entertainment,13712,4274,"1,000,000 .. 2,000,000",794,44,242,44,0,0,0,319,"Action, Free to Play, Indie, RPG, Strategy","{'Tower Defense': 744, 'Action RPG': 739, 'Casual': 738, 'PvE': 738, 'Strategy RPG': 729, 'Character Customization': 719, 'RPG': 713, 'Loot': 709, 'Strategy': 708, 'Team-Based': 707, 'Third Person': 705, '3D': 702, 'Action': 693, 'Cartoony': 690, 'Colorful': 677, 'Stylized': 673, 'Family Friendly': 672, 'Fantasy': 666, 'Magic': 646, 'Class-Based': 641}"
Fallout 76,1151340,Bethesda Game Studios,Bethesda Softworks,32457,11701,"1,000,000 .. 2,000,000",2908,1108,1034,1467,3999,3999,0,4989,RPG,"{'Dark Comedy': 665, 'RPG': 644, 'Open World': 544, 'Post-apocalyptic': 536, 'Capitalism': 518, 'Multiplayer': 512, 'Survival': 417, 'Base-Building': 389, 'Horror': 334, 'Shooter': 316, 'Co-op': 307, 'Gore': 225, 'Early Access': 220, 'Violent': 217, 'MMORPG': 211, 'Exploration': 202, 'FPS': 195, 'Atmospheric': 175, 'Great Soundtrack': 133, 'Singleplayer': 106}"
FEZ,224760,Polytron Corporation,Trapdoor,11808,982,"1,000,000 .. 2,000,000",208,0,168,0,999,999,0,25,Indie,"{'Platformer': 1178, 'Indie': 1121, 'Puzzle': 1111, 'Pixel Graphics': 730, 'Exploration': 708, 'Great Soundtrack': 587, 'Singleplayer': 460, 'Adventure': 392, 'Casual': 316, 'Mystery': 271, 'Puzzle-Platformer': 246, '2D': 232, 'Beautiful': 189, 'Relaxing': 181, 'Atmospheric': 138, 'Cute': 96, '2.5D': 91, 'Retro': 89, 'Controller': 63, 'Metroidvania': 47}"
STAR WARS Battlefront II,1237950,DICE,Electronic Arts,17699,1954,"1,000,000 .. 2,000,000",1328,730,1302,903,3999,3999,0,2090,"Action, Adventure","{'Multiplayer': 241, 'FPS': 216, 'Shooter': 213, 'Third-Person Shooter': 211, 'Singleplayer': 209, 'Action': 204, 'Space': 197, 'Co-op': 185, 'Vehicular Combat': 183, 'Sci-fi': 182, 'Combat': 179, 'Adventure': 162, 'Online Co-Op': 153, 'Third Person': 152, 'First-Person': 150, 'PvP': 122, 'Aliens': 121, 'Tactical': 118, 'Character Customization': 63, 'Controller': 45}"
DC Universe Online,24200,Dimensional Ink Games,Daybreak Game Company,12626,3279,"1,000,000 .. 2,000,000",696,0,511,0,0,0,0,345,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","{'Free to Play': 832, 'Superhero': 551, 'Massively Multiplayer': 499, 'Action': 442, 'Open World': 398, 'MMORPG': 365, 'RPG': 364, 'Adventure': 327, 'Multiplayer': 311, 'Character Customization': 300, 'Comic Book': 221, 'Third Person': 192, 'Fighting': 175, 'Online Co-Op': 166, 'PvP': 154, 'Co-op': 147, 'Fantasy': 114, ""Beat 'em up"": 114, 'Indie': 45, 'Controller': 20}"
Transistor,237930,Supergiant Games,Supergiant Games,25669,1446,"1,000,000 .. 2,000,000",281,175,228,175,1999,1999,0,34,"Action, Indie, RPG","{'Great Soundtrack': 1583, 'Female Protagonist': 1146, 'Indie': 1108, 'Cyberpunk': 1053, 'Story Rich': 898, 'Sci-fi': 888, 'Action RPG': 737, 'Singleplayer': 730, 'RPG': 703, 'Beautiful': 646, 'Isometric': 635, 'Atmospheric': 602, 'Action': 472, 'Narration': 450, 'Strategy': 397, 'Tactical': 358, 'Adventure': 354, 'Turn-Based': 294, 'Short': 143, 'Hack and Slash': 115}"
Duck Game,312530,Landon Podbielski,Adult Swim Games,27390,1021,"1,000,000 .. 2,000,000",686,13,341,13,1299,1299,0,339,"Action, Indie","{'Multiplayer': 577, 'Funny': 429, 'Pixel Graphics': 399, 'Local Multiplayer': 378, 'Action': 373, '2D': 317, '4 Player Local': 284, 'Platformer': 230, 'Indie': 225, 'Fast-Paced': 206, 'Comedy': 189, 'Shooter': 180, 'Retro': 177, 'Competitive': 175, 'Great Soundtrack': 155, 'Local Co-Op': 152, 'Memes': 139, 'Co-op': 138, 'Casual': 92, '1980s': 66}"
Elsword,237310,KOG,KOG Games,6001,1910,"1,000,000 .. 2,000,000",1438,0,84,0,0,0,0,251,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG","{'Free to Play': 985, 'Anime': 705, 'RPG': 508, 'Action': 458, 'Massively Multiplayer': 408, 'MMORPG': 399, 'Adventure': 390, 'Fighting': 286, 'Multiplayer': 274, 'Side Scroller': 229, 'PvP': 202, 'Online Co-Op': 193, 'Hack and Slash': 174, '2D': 171, 'Casual': 171, 'Cute': 168, 'Fantasy': 165, 'Co-op': 140, 'Platformer': 130, ""Beat 'em up"": 129}"
The Escapists 2,641990,"Team17, Mouldy Toof Studios",Team17,14681,1802,"1,000,000 .. 2,000,000",481,44,367,66,1999,1999,0,821,"Indie, Simulation, Strategy","{'Multiplayer': 469, 'Strategy': 428, 'Pixel Graphics': 367, 'Online Co-Op': 341, 'Co-op': 335, '2D': 263, 'Crafting': 256, 'Simulation': 237, 'Indie': 233, 'Singleplayer': 231, 'Local Co-Op': 202, 'Sandbox': 202, 'Stealth': 198, 'Character Customization': 166, 'Funny': 164, 'Puzzle': 145, 'Difficult': 136, 'Action': 135, 'Open World': 131, 'Split Screen': 131}"
DRAGON BALL FighterZ,678950,Arc System Works,BANDAI NAMCO Entertainment,31824,3864,"1,000,000 .. 2,000,000",1793,370,774,401,5999,5999,0,1543,Action,"{'Fighting': 520, 'Anime': 435, 'Action': 361, '2D Fighter': 330, 'Multiplayer': 273, 'Competitive': 210, 'Local Multiplayer': 203, 'Controller': 171, 'Great Soundtrack': 148, '2.5D': 130, 'Singleplayer': 98, 'Arcade': 85, 'e-sports': 56, 'Difficult': 49, 'Fast-Paced': 48, 'Story Rich': 46, ""Beat 'em up"": 24, 'Adventure': 18, 'Dragons': 16, 'Open World': 13}"
MechWarrior Online Solaris 7,342200,Piranha Games Inc.,Piranha Games Inc.,6100,1841,"1,000,000 .. 2,000,000",789,9,111,9,0,0,0,432,"Action, Free to Play, Massively Multiplayer, Simulation, Strategy","{'Free to Play': 483, 'Mechs': 416, 'Multiplayer': 266, 'Action': 243, 'Shooter': 238, 'Robots': 236, 'Sci-fi': 195, 'Simulation': 190, 'FPS': 181, 'Massively Multiplayer': 145, 'Strategy': 139, 'PvP': 133, 'Tactical': 114, 'First-Person': 113, 'War': 77, 'Team-Based': 75, 'Survival': 35, 'Walking Simulator': 30, 'Open World': 26, 'Singleplayer': 26}"
Totally Accurate Battlegrounds,823130,Landfall,Landfall,29714,5513,"1,000,000 .. 2,000,000",101,226,60,103,499,499,0,202,"Action, Indie","{'Multiplayer': 1071, 'Funny': 315, 'Battle Royale': 312, 'FPS': 252, 'Shooter': 226, 'Memes': 225, 'Action': 217, 'Physics': 191, 'Parody ': 172, 'Indie': 170, 'Survival': 147, 'First-Person': 135, 'Co-op': 114, 'PvP': 102, 'Open World': 73, 'Massively Multiplayer': 55, 'Casual': 51, 'Strategy': 42, 'Difficult': 34, 'VR': 17}"
SUPERHOT,322500,SUPERHOT Team,SUPERHOT Team,23205,2677,"1,000,000 .. 2,000,000",220,38,171,38,2499,2499,0,70,"Action, Indie","{'Action': 542, 'FPS': 481, 'Bullet Time': 411, 'Time Manipulation': 402, 'Indie': 388, 'First-Person': 368, 'Singleplayer': 363, 'Shooter': 262, 'Puzzle': 221, 'Minimalist': 206, 'Short': 163, 'Difficult': 161, 'Cyberpunk': 115, 'Kickstarter': 67, 'Fast-Paced': 35, 'Violent': 35, 'Sci-fi': 30, 'Casual': 20, 'Simulation': 13, 'Co-op': 12}"
Darksiders Warmastered Edition,462780,"KAIKO, Vigil Games",THQ Nordic,8577,1313,"1,000,000 .. 2,000,000",558,0,201,0,1999,1999,0,83,"Action, Adventure, RPG","{'Action': 174, 'Adventure': 151, 'Hack and Slash': 148, 'RPG': 100, 'Third Person': 94, 'Dark Fantasy': 91, 'Singleplayer': 88, 'Violent': 64, 'Puzzle': 61, 'Fantasy': 58, 'Demons': 55, 'Post-apocalyptic': 47, 'Gore': 45, 'Open World': 40, 'Story Rich': 31, 'Controller': 28, 'Remake': 27, 'Difficult': 24, 'Metroidvania': 23, 'Multiplayer': 14}"
DYNASTY WARRIORS 9,730310,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",2481,5447,"1,000,000 .. 2,000,000",901,51,735,51,4499,4499,0,144,Action,"{'Action': 1537, 'Hack and Slash': 60, 'Open World': 54, 'Historical': 32, 'Anime': 19, 'Action RPG': 19, 'Singleplayer': 16, 'Co-op': 14, 'Great Soundtrack': 9, 'Multiplayer': 8, 'Third Person': 6, 'RPG': 5}"
S.T.A.L.K.E.R.: Call of Pripyat,41700,GSC Game World,GSC Game World,16327,576,"1,000,000 .. 2,000,000",1197,1188,390,1188,1999,1999,0,313,"Action, RPG","{'Atmospheric': 1293, 'Open World': 1260, 'Post-apocalyptic': 1168, 'FPS': 1027, 'Survival': 997, 'Action': 726, 'Singleplayer': 580, 'RPG': 525, 'Shooter': 505, 'Survival Horror': 488, 'First-Person': 470, 'Moddable': 430, 'Horror': 415, 'Zombies': 362, 'Classic': 340, 'Adventure': 332, 'Sci-fi': 331, 'Multiplayer': 280, 'Sandbox': 197, 'Immersive': 179}"
Endless Space 2,392110,AMPLITUDE Studios,SEGA,13706,2881,"1,000,000 .. 2,000,000",1831,42,643,81,3999,3999,0,1052,Strategy,"{'Strategy': 30498, 'Space': 2036, 'Sci-fi': 1081, '4X': 973, 'Multiplayer': 696, 'Turn-Based Strategy': 678, 'Turn-Based': 548, 'Grand Strategy': 398, 'Great Soundtrack': 340, 'Singleplayer': 326, 'Action': 286, 'Open World': 260, 'War': 228, 'Atmospheric': 177, 'Co-op': 150, 'Sandbox': 149, 'Moddable': 146, 'RTS': 134, 'RPG': 124, 'Indie': 116}"
Sid Meier's Civilization IV: Colonization,16810,Firaxis Games,2K,644,121,"1,000,000 .. 2,000,000",299,0,80,0,749,2999,75,0,Strategy,"{'Strategy': 105, 'Turn-Based Strategy': 58, 'Turn-Based': 54, '4X': 53, 'Historical': 43, 'Singleplayer': 25, 'Multiplayer': 24, 'Moddable': 13, 'Economy': 7, 'Simulation': 6, 'Grand Strategy': 6}"
Aliens: Colonial Marines Collection,49540,Gearbox Software,SEGA,5186,3829,"200,000 .. 500,000",388,0,317,0,2999,2999,0,36,Action,"{'Action': 198, 'FPS': 170, 'Aliens': 159, 'Co-op': 133, 'Sci-fi': 122, 'Shooter': 113, 'Multiplayer': 101, 'Horror': 92, 'Space': 85, 'Online Co-Op': 55, 'Singleplayer': 52, 'First-Person': 48, 'Survival': 45, 'Atmospheric': 40, 'Gore': 30, 'Futuristic': 20, 'Female Protagonist': 7, 'Character Customization': 5}"
Crysis 2 - Maximum Edition,108800,Crytek Studios,Electronic Arts,9339,1735,"1,000,000 .. 2,000,000",346,173,256,173,2999,2999,0,75,Action,"{'Action': 545, 'FPS': 521, 'Sci-fi': 354, 'Shooter': 315, 'Singleplayer': 249, 'Multiplayer': 240, 'Stealth': 235, 'Aliens': 218, 'First-Person': 215, 'Futuristic': 178, 'Benchmark': 140, 'Atmospheric': 105, 'Great Soundtrack': 105, 'Adventure': 103, 'Story Rich': 100, 'Cyberpunk': 59, 'Open World': 48, '3D Vision': 48, 'Survival': 41, 'RPG': 29}"
Men of War: Assault Squad 2,244450,Digitalmindsoft,1C Entertainment,24040,2704,"1,000,000 .. 2,000,000",3040,428,913,513,2999,2999,0,1733,"Action, Simulation, Strategy","{'Strategy': 1043, 'World War II': 651, 'Simulation': 529, 'War': 521, 'RTS': 500, 'Action': 463, 'Tactical': 423, 'Military': 381, 'Multiplayer': 356, 'Real Time Tactics': 332, 'Realistic': 273, 'Tanks': 269, 'Historical': 258, 'Co-op': 244, 'Destruction': 228, 'Singleplayer': 210, 'Atmospheric': 161, 'Difficult': 133, 'Classic': 108, 'Adventure': 82}"
Assassin's Creed Unity,289650,Ubisoft,Ubisoft,23614,9736,"1,000,000 .. 2,000,000",1263,676,665,676,2999,2999,0,755,"Action, Adventure","{'Open World': 2192, 'Parkour': 1969, 'Assassin': 1930, 'Stealth': 1773, 'Historical': 1766, 'Co-op': 1728, 'Action': 1648, 'Adventure': 1412, 'Third Person': 1107, 'Multiplayer': 1040, 'Online Co-Op': 850, 'Atmospheric': 833, 'Singleplayer': 807, 'Story Rich': 775, 'Great Soundtrack': 531, 'RPG': 389, 'Action RPG': 360, 'Sandbox': 314, 'Tactical': 265, 'Simulation': 155}"
Slime Rancher,433340,Monomi Park,Monomi Park,57962,1470,"1,000,000 .. 2,000,000",992,27,624,33,1999,1999,0,1765,"Action, Adventure, Indie, Simulation","{'Cute': 2572, 'Exploration': 1895, 'Adventure': 1785, 'Singleplayer': 1679, 'First-Person': 1642, 'Colorful': 1618, 'Open World': 1606, 'Funny': 1084, 'Sandbox': 926, 'Simulation': 925, 'Casual': 867, 'Fantasy': 858, 'Management': 796, 'Indie': 719, 'Great Soundtrack': 706, 'Family Friendly': 676, 'Early Access': 631, 'Female Protagonist': 595, 'Action': 493, 'FPS': 341}"
Stay Out,1180380,Mobile Technologies LLC,Mobile Technologies LLC,3661,3827,"1,000,000 .. 2,000,000",114,12,27,12,0,0,0,1113,"Action, Free to Play, Indie, Massively Multiplayer, RPG, Early Access","{'Free to Play': 589, 'Survival': 481, 'Multiplayer': 440, 'Open World': 377, 'Online Co-Op': 224, 'Massively Multiplayer': 219, 'Co-op': 182, 'Action': 168, 'Horror': 167, 'Zombies': 157, 'RPG': 151, 'Post-apocalyptic': 118, 'FPS': 106, 'Early Access': 100, 'Indie': 94, 'Singleplayer': 86, 'PvP': 84, 'Violent': 78, 'MMORPG': 75, 'Atmospheric': 68}"
Geneshift,308600,Ben Johnson (bencelot),Nik Nak Studios,1593,371,"1,000,000 .. 2,000,000",860,0,325,0,1499,1499,0,16,"Action, Indie, RPG, Early Access","{'Early Access': 5686, 'Action': 126, 'Indie': 119, 'RPG': 79, 'Battle Royale': 70, 'Top-Down Shooter': 60, 'Multiplayer': 52, 'Shooter': 43, 'Top-Down': 40, 'Co-op Campaign': 32, 'Casual': 29, 'Online Co-Op': 26, 'Tactical': 20, '2D': 15, 'Strategy': 11, 'Co-op': 8, 'Massively Multiplayer': 7}"
Defy Gravity Extended,96100,Paul Fisch,Fish Factory Games,7488,1210,"1,000,000 .. 2,000,000",150,0,160,0,199,199,0,8,"Action, Casual, Indie","{'Puzzle-Platformer': 258, 'Platformer': 243, 'Indie': 131, 'Puzzle': 93, 'Space': 91, '2D': 82, 'Singleplayer': 66, 'Difficult': 59, 'Casual': 57, 'Sci-fi': 50, 'Great Soundtrack': 47, 'Action': 45, 'Female Protagonist': 42, 'Physics': 30, 'Retro': 17, 'Arcade': 17, 'Funny': 14, 'Shooter': 14, 'Third Person': 9, 'Multiplayer': 8}"
The Elder Scrolls III: Morrowind Game of the Year Edition,22320,Bethesda Game Studios,Bethesda Softworks,14911,742,"500,000 .. 1,000,000",2024,0,316,0,1499,1499,0,327,RPG,"{'RPG': 1195, 'Open World': 1040, 'Fantasy': 678, 'Classic': 608, 'Great Soundtrack': 588, 'Moddable': 560, 'Singleplayer': 483, 'First-Person': 478, 'Adventure': 455, 'Cult Classic': 431, 'Atmospheric': 391, 'Magic': 353, 'Exploration': 339, 'Story Rich': 333, 'Sandbox': 314, 'Action RPG': 279, 'Character Customization': 270, 'Medieval': 197, 'Action': 184, 'Third Person': 142}"
Just Cause,6880,Avalanche Studios,Square Enix,2348,1186,"1,000,000 .. 2,000,000",223,0,95,0,699,699,0,13,Action,"{'Action': 155, 'Open World': 138, 'Shooter': 77, 'Third Person': 72, 'Singleplayer': 68, 'Adventure': 62, 'Sandbox': 58, 'Third-Person Shooter': 47, 'Classic': 38, 'Multiplayer': 24, 'Controller': 16, 'Atmospheric': 15, 'Great Soundtrack': 14, 'Action RPG': 10}"
NieR:Automata,524220,"Square Enix, PlatinumGames Inc.",Square Enix,70952,11489,"1,000,000 .. 2,000,000",1303,413,583,413,3999,3999,0,1301,"Action, RPG","{'Great Soundtrack': 3300, 'Story Rich': 3108, 'Female Protagonist': 2762, 'Action': 2631, 'Hack and Slash': 2535, 'RPG': 2054, 'Open World': 1989, 'JRPG': 1845, 'Anime': 1785, 'Post-apocalyptic': 1726, 'Singleplayer': 1663, 'Robots': 1511, 'Atmospheric': 1418, 'Sci-fi': 1328, 'Nudity': 1165, 'Spectacle fighter': 1136, 'Adventure': 1130, 'Character Action Game': 1112, 'Bullet Hell': 1107, 'Violent': 697}"
Killer is Dead - Nightmare Edition,261110,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,Deep Silver,5573,1795,"1,000,000 .. 2,000,000",1461,87,196,87,1999,1999,0,8,Action,"{'Action': 268, 'Hack and Slash': 234, 'Singleplayer': 129, 'Surreal': 126, 'Character Action Game': 110, 'Stylized': 110, 'Gore': 99, 'Spectacle fighter': 86, 'Third Person': 69, 'Adventure': 57, 'Great Soundtrack': 49, 'Atmospheric': 49, 'Swordplay': 45, 'Comedy': 43, 'Story Rich': 26, 'Dating Sim': 24, 'Cyberpunk': 21, ""Beat 'em up"": 15, 'Controller': 13, 'Sexual Content': 12}"
Quantum Break,474960,Remedy Entertainment,Xbox Game Studios,16057,2745,"1,000,000 .. 2,000,000",374,0,361,0,3999,3999,0,114,Action,"{'Action': 271, 'Story Rich': 267, 'Time Manipulation': 231, 'Sci-fi': 182, 'Singleplayer': 182, 'Third Person': 180, 'Cinematic': 176, 'Third-Person Shooter': 145, 'Atmospheric': 126, 'Choices Matter': 117, 'Episodic': 112, 'Adventure': 109, 'Time Travel': 105, 'Shooter': 99, 'Bullet Time': 91, 'Great Soundtrack': 70, 'Open World': 31, 'Controller': 31, 'Stealth': 14, 'FMV': 10}"
Red Faction: Armageddon,55110,Volition,Deep Silver,2978,1114,"500,000 .. 1,000,000",281,0,198,0,1999,1999,0,7,Action,"{'Action': 184, 'Destruction': 146, 'Sci-fi': 104, 'Third Person': 101, 'Third-Person Shooter': 97, 'Singleplayer': 89, 'Shooter': 86, 'Co-op': 70, 'Mars': 67, 'Aliens': 65, 'Multiplayer': 48, 'Adventure': 40, 'Linear': 34, 'FPS': 23, 'Open World': 21, 'Horror': 20}"
Pillars of Eternity,291650,Obsidian Entertainment,Paradox Interactive,16265,2256,"1,000,000 .. 2,000,000",2269,0,1361,0,2999,2999,0,545,RPG,"{'RPG': 918, 'Fantasy': 469, 'Isometric': 452, 'Story Rich': 448, 'Singleplayer': 398, 'CRPG': 341, 'Party-Based RPG': 338, 'Real-Time with Pause': 275, 'Adventure': 214, 'Kickstarter': 199, 'Atmospheric': 157, 'Dark Fantasy': 148, 'Character Customization': 147, 'Open World': 132, 'Exploration': 127, 'Classic': 105, 'Great Soundtrack': 95, 'Strategy': 94, 'Indie': 67, 'Crowdfunded': 61}"
